,code,name,address,주차장 종류명,운영구분명,telephone,총 주자면,유무료구분명,평일 운영 시작시각(HHMM),평일 운영 종료시각(HHMM),주말 운영 시작시각(HHMM),주말 운영 종료시각(HHMM),공휴일 운영 시작시각(HHMM),공휴일 운영 종료시각(HHMM),"토요일 유,무료 구분명","공휴일 유,무료 구분명",월 정기권 금액,기본 주차 요금,기본 주차 시간(분 단위),추가 단위 요금,추가 단위 시간(분 단위),일 최대 요금,latitude,longitude
233,1454316,신한증권옆(구),노원구 중계동 366-12,노상 주차장,시간제 주차장,,1,유료,900,1900,900,1800,900,1800,무료,무료,150000,250,5,0,0,33000,37.56904563,126.9996694
234,1454520,주공5단지옆(구),노원구 중계동 359-16,노상 주차장,시간제 주차장,,1,유료,900,1900,900,1800,900,1800,무료,무료,150000,250,5,0,0,33000,37.56879022,126.9983842
235,1473190,방이습지 노상공영주차장(구),송파구 방이동 452-12,노상 주차장,시간제 주차장,,1,유료,900,1800,900,1800,900,1800,무료,무료,80000,150,5,150,5,0,37.56933702,127.0012203
236,1474014,위례성길(A) 노상공영주차장(구),송파구 방이동 94-3,노상 주차장,시간제 주차장,,1,유료,900,2100,900,2100,900,2100,무료,무료,,250,5,250,5,0,37.56903312,126.9996061
237,147462,부영그린(구),양천구 목동 908-35,노상 주차장,시간제 주차장,,1,유료,800,2100,800,2100,800,2100,무료,무료,0,250,5,250,5,0,37.56959839,127.0150174
238,1475183,공유) 상도2동 170-27(구),동작구 상도동 170-13,노상 주차장,거주자 우선 주차장,,1,유료,0,0,0,0,0,0,무료,무료,0,0,0,0,0,0,37.56959934,127.0150827
239,1475224,성내역(잠실나루역) 공영주차장(시),송파구 신천동 11-1,노상 주차장,시간제 주차장,,1,유료,900,1800,900,1500,0,0,무료,유료,,250,5,250,5,,37.56960075,127.015214
240,1476106,공유) 사당1동 가블럭(구),동작구 사당동 1001-37,노상 주차장,거주자 우선 주차장,,1,유료,0,0,0,0,0,0,무료,무료,0,0,0,0,0,0,37.56959414,127.0147299
241,1477183,공유) 사당3동 다블럭(구),동작구 사당동 169-16 ,노상 주차장,거주자 우선 주차장,,1,유료,0,0,0,0,0,0,무료,무료,0,0,0,0,0,0,37.56960064,127.0151483
242,1477324,동작대교(위) 공영주차장(시),동작구 동작동 316-3,노상 주차장,시간제 주차장,,1,유료,1300,2200,1300,2200,1300,2200,무료,무료,0,260,5,260,5,0,37.56800977,126.990053
243,1486978,신림동제2공영(구),관악구 신림동 1472-1,노상 주차장,시간제 주차장,,1,유료,1000,2000,1000,2000,1000,1900,무료,무료,0,250,5,0,0,0,37.56811815,126.9914372
244,1486992,조원동제2공영(구),관악구 신림동 1675-8,노상 주차장,시간제 주차장,,1,유료,900,1900,900,1600,0,0,무료,유료,0,250,5,0,0,0,37.56810536,126.9913052
245,1486996,낙성대제2공영(구),관악구 봉천동 220-8,노상 주차장,시간제 주차장,,1,유료,900,1900,900,1600,0,0,무료,유료,0,150,5,0,0,0,37.56811175,126.9913712
246,1486998,낙성대제1공영(구),관악구 봉천동 1627-10,노상 주차장,시간제 주차장,,1,유료,900,1900,900,1600,0,0,무료,유료,0,150,5,0,0,0,37.56815654,126.9918334
247,1487237,서원동제1공영(구),관악구 신림동 1642-7,노상 주차장,시간제 주차장,,1,유료,1100,2100,1100,2100,1100,2000,무료,무료,0,250,5,0,0,0,37.56813095,126.9915693
248,1490929,공유) 151-100(구),강남구 삼성동 111-57,노상 주차장,거주자 우선 주차장,,1,유료,0,0,0,0,0,0,무료,무료,0,0,0,0,0,0,37.56815014,126.9917674
249,1495384,도산대로45길(구),강남구 신사동 668-46 도산공원 앞길,노상 주차장,시간제 주차장,02-2176-0566,1,유료,1000,2000,0,0,0,0,유료,유료,150000,400,5,800,5,30000,37.56799997,126.9899237
250,1495387,헌릉로745길(구),강남구 율현동 101-10,노상 주차장,시간제 주차장,,1,유료,900,1900,0,0,0,0,유료,유료,120000,300,5,600,5,24000,37.56800475,126.989988
251,1495425,영동대로106길(구),강남구 삼성동 172-7,노상 주차장,시간제 주차장,,1,유료,900,1900,0,0,0,0,유료,유료,120000,300,5,600,5,24000,37.56814374,126.9917014
252,1495562,압구정로29길(구),강남구 압구정동 453-0,노상 주차장,시간제 주차장,,1,유료,900,1900,0,0,0,0,유료,유료,80000,200,5,400,5,16000,37.56813734,126.9916353
253,1495566,논현로28길(구),강남구 도곡동 524-0,노상 주차장,시간제 주차장,,1,유료,900,1900,0,0,0,0,유료,유료,120000,300,5,600,5,24000,37.56812455,126.9915033
254,1495580,테헤란로64길(구),강남구 대치동 1011-19,노상 주차장,시간제 주차장,,1,유료,900,1900,0,0,0,0,유료,유료,150000,400,5,800,5,30000,37.56816293,126.9918994
255,1495593,선릉로146길(구),강남구 청담동 77-27,노상 주차장,시간제 주차장,,1,유료,1000,2000,0,0,0,0,유료,유료,150000,400,5,800,5,30000,37.56809896,126.9912392
256,1495594,선릉로132길(구),강남구 청담동 77-84,노상 주차장,시간제 주차장,,1,유료,900,1900,0,0,0,0,유료,유료,150000,400,5,800,5,30000,37.56093651,126.9780058
257,1495596,영동대로85길(구),강남구 대치동 1012-15,노상 주차장,시간제 주차장,1544-3113,1,유료,900,1900,0,0,0,0,유료,유료,150000,400,5,,,,37.56067339,126.9770198
258,1495622,남부순환로397길(구),강남구 대치동 600-13,노상 주차장,시간제 주차장,,1,유료,900,1900,0,0,0,0,유료,유료,120000,300,5,600,5,24000,37.56091076,126.9778802
259,1495632,대치동507-3(구),강남구 대치동 507-3,노상 주차장,시간제 주차장,,1,유료,900,1900,0,0,0,0,유료,유료,120000,300,5,600,5,24000,37.56094985,126.9780686
260,1495682,영동대로96길(구),강남구 삼성동 172-41,노상 주차장,시간제 주차장,,1,유료,900,1900,0,0,0,0,유료,유료,120000,300,5,600,5,24000,37.56096448,126.9781343
261,1495907,언주로171길(구),강남구 신사동 668-11,노상 주차장,시간제 주차장,,1,유료,900,1900,0,0,0,0,유료,유료,150000,400,5,800,5,30000,37.56092361,126.9779427
262,1496216,압구정고가1 공영주차장(시),강남구 신사동 668-0,노상 주차장,시간제 주차장,,1,유료,800,2100,900,2100,900,2100,무료,무료,0,500,5,500,5,0,37.56069448,126.9770804
263,1496233,동호대교(남) 공영주차장(시),강남구 압구정동 435-0,노상 주차장,시간제 주차장,,1,유료,900,1900,900,1900,0,0,무료,유료,70000,170,5,170,5,0,37.56089728,126.977817
264,1496373,압구정고가2 공영주차장(시),강남구 신사동 668-0,노상 주차장,시간제 주차장,,1,유료,900,2000,900,2100,900,2100,무료,무료,0,500,5,500,5,0,37.56071536,126.977142
265,1499707,대림역2 공영주차장(시),구로구 구로동 73-9,노상 주차장,시간제 주차장,,1,유료,900,1900,900,1500,0,0,무료,유료,0,260,5,260,5,0,37.55614503,126.9751733
266,1499736,제방도로 공영주차장(시),구로구 구로동 69-5,노상 주차장,시간제 주차장,,1,유료,900,1900,900,1500,0,0,무료,유료,0,120,5,120,5,0,37.55626853,126.9754866
267,1503430,등촌3동 구암길(구),강서구 등촌동 695-0,노상 주차장,시간제 주차장,02-2607-9113,1,유료,900,1900,900,1500,0,0,무료,유료,120000,250,5,250,5,10000,37.55619,126.9752872
268,1503473,화곡6동 방죽길(구),강서구 화곡동 1112-1,노상 주차장,시간제 주차장,02-2607-9113,1,유료,900,1900,900,1500,0,0,무료,유료,0,250,5,250,5,10000,37.55617865,126.9752588
269,1503518,화곡1동 배다리서길(구),강서구 화곡동 914-3,노상 주차장,시간제 주차장,02-2607-9113,1,유료,900,1900,900,1500,0,0,무료,유료,120000,200,5,250,5,10000,37.55616746,126.9752304
270,1503526,화곡4동 배다리동길(구),강서구 화곡동 842-11,노상 주차장,시간제 주차장,02-2607-9113,1,유료,900,1900,900,1500,0,0,무료,유료,120000,200,5,200,5,10000,37.55612247,126.9751163
271,1503530,화곡2동 배다리동길(구),강서구 화곡동 881-14,노상 주차장,시간제 주차장,02-2607-9113,1,유료,900,1900,900,1500,0,0,무료,유료,120000,200,5,200,5,10000,37.55622358,126.9753727
272,1503537,화곡8동 배다리동길(구),강서구 화곡동 890-0,노상 주차장,시간제 주차장,,1,유료,900,1900,900,1500,0,0,무료,유료,120000,200,5,200,5,10000,37.55627989,126.975515
273,1503674,화곡1동 달구지길(구),강서구 화곡동 361-1,노상 주차장,시간제 + 거주자 주차장,02-2607-9113,1,유료,900,1900,900,1500,0,0,무료,무료,120000,250,5,250,5,10000,37.55623494,126.9754011
274,1503922,화곡6동 신학대길(구),강서구 화곡동 980-19,노상 주차장,시간제 주차장,02-2607-9113,1,유료,900,1900,900,1500,0,0,무료,유료,120000,250,5,250,5,10000,37.55615625,126.9752018
275,1504402,방신시장 고객주차장(구),강서구 방화동 858-0,노상 주차장,시간제 주차장,02-2666-4080,1,유료,900,1900,900,1900,0,0,무료,유료,60000,250,5,0,0,0,37.55624614,126.9754296
276,1504483,가양3동 황금내공원길(구),강서구 가양동 1485-0,노상 주차장,시간제 주차장,02-2607-9113,1,유료,900,1900,900,1500,0,0,무료,유료,50000,100,5,100,5,5000,37.55625735,126.9754581
277,1504492,등촌3동 꿈나무길(구),강서구 등촌동 701-0,노상 주차장,시간제 주차장,02-2607-9113,1,유료,900,1900,900,1500,0,0,무료,유료,120000,250,5,250,5,10000,37.55613369,126.9751448
278,1504622,망원 유료 주차장(구),마포구 망원동 394-79,노상 주차장,시간제 주차장,,1,유료,900,1900,0,0,0,0,유료,유료,100000,150,5,150,5,0,37.55620118,126.9753157
279,1504664,용강동 노상 공영주차장(구),마포구 용강동 122-15,노상 주차장,시간제 주차장,,1,유료,1200,2200,1200,1800,0,0,무료,유료,0,250,5,250,5,0,37.55631344,126.9756004
280,1504727,동교동 노상 공영주차장(구),마포구 서교동 332-1,노상 주차장,시간제 주차장,,1,유료,1200,2300,1200,2300,1200,2300,무료,무료,160000,400,5,400,5,0,37.55621241,126.9753442
281,1504809,방화로 공영주차장(시),강서구 공항동 796-0,노상 주차장,시간제 주차장,,1,유료,900,1800,0,0,0,0,유료,유료,0,120,5,120,5,0,37.55630227,126.975572
282,1505123,경남 공영주차장(구),마포구 서교동 376-5,노상 주차장,시간제 주차장,,1,유료,1100,2100,1100,2100,0,0,무료,유료,150000,250,5,250,5,0,37.55629105,126.9755434
283,1506891,연남 유료 주차장(구),마포구 연남동 258-3,노상 주차장,시간제 주차장,,1,유료,1000,2100,1000,2100,0,0,무료,유료,150000,250,5,250,5,0,37.56312811,126.9807402
284,1508165,합정 노상 공영주차장(구),마포구 서교동 394-22,노상 주차장,시간제 주차장,,1,유료,1200,2300,1200,2300,1200,2300,무료,무료,0,400,5,400,5,0,37.56332401,126.9808137
285,1508823,청기와 유료 주차장(구),마포구 서교동 479-4,노상 주차장,시간제 주차장,,1,유료,1100,2100,0,0,0,0,유료,유료,120000,250,5,250,5,0,37.56337305,126.9808322
286,1509280,청계3(창경궁로_남) 공영주차장(시),중구 주교동 123-1 0,노상 주차장,시간제 주차장,,1,유료,900,1900,900,1500,0,0,무료,유료,0,750,5,750,5,0,37.56307815,126.9807215
287,1509377,세운대림상가(서측)(구),중구 산림동 207-1,노상 주차장,시간제 주차장,02-2280-8360,1,유료,900,1900,900,1500,0,0,무료,유료,250000,500,5,500,5,0,37.563226,126.980777
288,1509409,동대문비즈센터앞 이륜차 주차장(구),중구 신당동 200-5 0,노상 주차장,이륜차 전용 주차장,02)3396-6262,1,무료,0,0,0,0,0,0,유료,유료,0,0,0,0,0,0,37.56302785,126.9807026
289,1509662,청계5(동호로_남) 공영주차장(시),중구 방산동 4-47 0,노상 주차장,시간제 주차장,,1,유료,900,1900,900,1500,0,0,무료,유료,0,750,5,750,5,0,37.56317731,126.9807587
290,1509757,이화여고 앞(구),중구 순화동 1-139,노상 주차장,시간제 주차장,02-2280-8360,1,유료,900,2000,900,1600,0,0,무료,유료,180000,250,5,250,5,0,37.56327493,126.9807953
291,1509797,공유) 삼풍상가3구간(14~17)(구),중구 을지로4가 310-68 0,노상 주차장,시간제 + 거주자 주차장,02-3396-6264,1,유료,900,1900,900,1500,0,0,무료,무료,0,1500,30,500,10,0,37.5629782,126.9806839
292,1509870,중앙의료원옆 이륜차 주차장(구),중구 을지로6가 18-79 0,노상 주차장,이륜차 전용 주차장,02)3396-6262,1,무료,0,0,0,0,0,0,유료,유료,0,0,0,0,0,0,37.57252061,127.0242568
293,1509934,세운대림상가(동측)(구),중구 산림동 207-2,노상 주차장,시간제 주차장,02-2280-8360,1,유료,900,1900,900,1500,0,0,무료,유료,250000,500,5,500,5,0,37.54032781,127.1230483
294,1509989,성산로 관광버스 주차허용 구간(시),마포구 성산동 117-1,노상 주차장,버스전용 주차장,02)2133-2357,1,무료,0,0,0,0,0,0,유료,유료,0,0,0,0,0,0,37.5391245,127.0913897
295,1510016,청계5(남) 공영주차장(시),중구 을지로6가 17-442 0,노상 주차장,시간제 주차장,,1,유료,900,1900,900,1500,0,0,무료,유료,0,750,5,750,5,0,37.54770648,127.0732696
296,1510050,당인 유료 주차장(구),마포구 합정동 362-1,노상 주차장,시간제 주차장,,1,유료,1100,2100,0,0,0,0,유료,유료,120000,300,5,300,5,0,37.55289,127.1377215
297,1510063,청계5가 공영주차장(시),중구 을지로6가 17-442 0,노상 주차장,시간제 주차장,02-2279-2193,1,유료,900,1900,900,1500,0,0,무료,유료,0,750,5,750,5,0,37.545733,126.9112039
298,1510112,남평화시장(구),중구 신당동 779-0,노상 주차장,시간제 주차장,02-2280-8360,1,유료,0,2359,0,2359,0,2359,무료,무료,250000,500,5,500,5,0,37.55558459,126.9058731
299,1510159,맑은내길 노상공영주차장(구),중구 신당동 213-0 0,노상 주차장,시간제 주차장,02)2280-8367,1,유료,0,2400,0,2400,0,2400,무료,무료,250000,500,5,500,5,0,37.58908686,127.0697738
300,1510243,훈련원공원 옆(구),중구 을지로6가 18-200,노상 주차장,시간제 주차장,02-2280-8360,1,유료,1000,2000,1000,1600,0,0,무료,유료,180000,350,5,350,5,0,37.5623712,127.0687626
301,1510248,구민회관앞 이륜차 주차장(구),중구 을지로6가 18-14 0,노상 주차장,이륜차 전용 주차장,02)3396-6262,1,무료,0,0,0,0,0,0,유료,유료,0,0,0,0,0,0,37.57223438,127.0342946
302,1510350,청계6(신평화시장앞) 공영주차장(시),중구 신당동 217-91 0,노상 주차장,시간제 주차장,,1,유료,900,1900,900,1500,0,0,무료,유료,0,450,5,450,5,0,37.517985,126.902785
303,1510496,청계6(동평화) 공영주차장(시),중구 신당동 217-91 0,노상 주차장,시간제 주차장,02-2235-5881,1,유료,900,100,900,1500,0,0,무료,유료,0,450,5,450,5,0,37.5102769,126.9186371
304,1510632,청계5(방산동) 공영주차장(시),중구 방산동 52-1,노상 주차장,시간제 주차장,,1,유료,900,100,900,1500,0,0,무료,유료,0,750,5,750,5,0,37.54294115,126.9684714
305,1510714,공유) 삼풍상가4구간(18~21)(구),중구 을지로4가 310-68 0,노상 주차장,시간제 + 거주자 주차장,02-3396-6264,1,유료,900,1900,900,1500,0,0,무료,무료,0,1500,30,500,10,0,37.54549939,126.9699177
306,1510726,코오롱빌딩 옆(구),중구 태평로1가 31-0,노상 주차장,시간제 주차장,02-2280-8360,1,유료,900,2100,900,1800,0,0,무료,유료,250000,600,5,600,5,0,37.53388844,126.9600572
307,1510745,공유) 삼풍상가4구간 4-22면(장애인전용)(구),중구 을지로4가 310-68 0,노상 주차장,시간제 + 거주자 주차장,02-3396-6264,1,유료,900,2000,900,1600,0,0,무료,무료,0,1500,30,500,10,0,37.55048874,126.9764859
308,1510781,조선호텔 앞(구),중구 소공동 87-3 0,노상 주차장,시간제 주차장,02-2280-8360,1,유료,900,2100,900,1800,0,0,무료,유료,250000,600,5,600,5,0,37.52432737,126.8954889
309,1510827,다동쉼터(구),중구 다동 50-1,노상 주차장,시간제 주차장,02-2280-8360,1,유료,800,2000,800,1700,0,0,무료,유료,250000,500,5,500,5,0,37.51427683,127.1034141
310,1511025,한국관광공사 옆(구),중구 다동 85-4,노상 주차장,시간제 주차장,02-2280-8360,1,유료,900,2100,900,1600,0,0,무료,유료,250000,600,5,600,5,0,37.5782752,127.070619
311,1511112,청소년회관 뒤 노상 공영주차장(구),중구 수표동 50-1 0,노상 주차장,시간제 주차장,,1,유료,800,2200,900,2200,0,0,무료,유료,250000,500,5,500,5,0,37.54438297,126.9843042
312,1511148,청계2(충무로) 공영주차장(시),중구 정동 181-0 0,노상 주차장,시간제 주차장,02-2272-0672,1,유료,900,1900,900,1500,0,0,무료,유료,0,750,5,750,5,0,37.52625065,126.8994538
313,1511244,공유) 삼풍상가3구간 3-01면(장애인전용)(구),중구 을지로4가 310-68 0,노상 주차장,시간제 + 거주자 주차장,02-3396-6264,1,유료,900,1900,900,1500,0,0,무료,무료,0,1500,30,500,10,0,37.55361065,127.1559121
314,1511245,공유) 삼풍상가4구간(23~26)(구),중구 을지로4가 310-68,노상 주차장,시간제 + 거주자 주차장,02-3396-6264,1,유료,900,1900,900,1500,0,0,무료,무료,0,1500,30,500,10,0,37.49250002,127.0388068
315,1511346,남대문시장3번게이트 이륜차 주차장(시),중구 남대문로3가 13-3 0,노상 주차장,이륜차 전용 주차장,02)3396-6262,1,무료,0,0,0,0,0,0,유료,유료,0,0,0,0,0,0,37.49403327,127.087416
316,1511365,서울스퀘어빌딩앞 이륜차 전용주차장(시),중구 남대문로5가 541-0 0,노상 주차장,이륜차 전용 주차장,02)3396-6262,1,무료,0,0,0,0,0,0,유료,유료,0,0,0,0,0,0,37.49192117,127.0812916
317,1511395,남대문시장2번게이트앞 이륜차 주차장(시),중구 남대문로4가 3-6 0,노상 주차장,이륜차 전용 주차장,02)3396-6262,1,무료,0,0,0,0,0,0,유료,유료,0,0,0,0,0,0,37.58693739,127.0620858
318,1511457,공유) 진양상가2구간(18~22)(구),중구 인현동2가 192-30 0,노상 주차장,시간제 + 거주자 주차장,02-3396-6264,1,유료,900,1900,900,1500,0,0,무료,무료,0,1500,30,500,10,0,37.48713079,126.8808015
319,1511592,남산케이블카 공영주차장(시),중구 회현동1가 1-19,노상 주차장,시간제 주차장,,1,유료,900,2100,900,2100,900,2100,무료,무료,0,330,5,330,5,0,37.50455714,126.8460846
320,1511606,공유) 삼풍상가3구간(02~12)(구),중구 을지로4가 310-68 0,노상 주차장,시간제 + 거주자 주차장,02-3396-6264,1,유료,900,1900,900,1500,0,0,무료,무료,0,1500,30,500,10,0,37.50001376,126.8510351
321,1511639,국제화재빌딩 옆(구),중구 남대문로5가 145-0,노상 주차장,시간제 주차장,02-2280-8360,1,유료,900,2000,900,1600,0,0,무료,유료,250000,500,5,500,5,0,37.47037133,127.0385513
322,1511816,마른내길 공영주차장(시),중구 인현동1가 87-10,노상 주차장,시간제 주차장,02-2274-2009,1,유료,900,1900,900,1500,0,0,무료,유료,0,680,5,680,5,0,37.549976,127.0680728
323,1511971,남산파출소 공영주차장(시),중구 회현동1가 1-16,노상 주차장,시간제 주차장,,1,유료,900,1900,900,1500,0,0,무료,유료,,330,5,330,5,,37.518577,126.983287
324,1512008,남대문피혁상가 남측(구),중구 봉래동1가 83-0,노상 주차장,시간제 주차장,02-2280-8360,1,유료,900,2000,900,1600,0,0,무료,유료,250000,500,5,500,5,,37.55955925,126.9066011
325,1512034,공유) 진양상가2구간(14~16)(구),중구 인현동2가 192-30 0,노상 주차장,시간제 + 거주자 주차장,02-3396-6264,1,유료,900,1900,900,1500,0,0,무료,무료,0,1500,30,500,10,0,37.57798421,126.7982122
326,1512041,공유) 진양상가1구간(03~05)(구),중구 충무로4가 120-3,노상 주차장,시간제 + 거주자 주차장,02-3396-6264,1,유료,900,1900,900,1500,0,0,무료,무료,0,1500,30,500,10,0,37.48830327,126.9145228
327,1512095,남산공원 소파로 관광버스전용 주차장(시),중구 남창동 205-107,노상 주차장,버스전용 주차장,02-2290-6449,1,무료,0,0,0,0,0,0,유료,유료,0,0,0,0,0,0,37.48481135,126.9032339
328,1512125,청계8가 공영주차장(시),중구 흥인동 162-1 0,노상 주차장,시간제 주차장,,1,유료,900,1900,900,1500,0,0,무료,유료,0,500,5,500,5,0,37.49705092,127.0723954
329,1512129,청계3(동호로) 공영주차장(시),중구 방산동 4-47 0,노상 주차장,시간제 주차장,,1,유료,900,1900,900,1500,0,0,무료,유료,0,750,5,750,5,0,37.48285728,127.079372
330,1512147,뉴국제호텔 앞(구),중구 무교동 18-0,노상 주차장,시간제 주차장,02-2280-8360,1,유료,900,2100,900,1800,0,0,무료,유료,250000,600,5,600,5,0,37.65237042,127.0456768
331,1512161,소파로케이블카앞 관광버스전용 주차장(시),중구 회현동1가 1-15,노상 주차장,버스전용 주차장,02-2290-6449,1,무료,0,0,0,0,0,0,유료,유료,0,0,0,0,0,0,37.62472117,127.0153864
332,1512201,중앙우체국옆 이륜차 주차장(구),중구 충무로1가 15-0 0,노상 주차장,이륜차 전용 주차장,02)3396-6262,1,무료,0,0,0,0,0,0,유료,유료,0,0,0,0,0,0,37.62796164,127.0169995
333,1512225,진양상가노상공영주차장(구),중구 인현동2가 181-0 0,노상 주차장,시간제 주차장,02)2280-8367,1,유료,900,1900,900,500,0,0,무료,유료,250000,500,5,500,5,0,37.61458475,127.0251644
334,1512340,중곡복개천 공영주차장(B)(구),광진구 중곡동 277-20,노상 주차장,시간제 주차장,02-2049-4535,1,유료,900,1800,900,1500,0,0,무료,유료,100000,200,5,200,5,0,37.63061186,127.0174307
335,1512341,중곡복개천 공영주차장(구),광진구 중곡동 150-196,노상 주차장,시간제 주차장,02-2049-4535,1,유료,900,1800,900,1500,0,0,무료,유료,100000,200,5,200,5,0,37.62683533,127.0367553
336,1513624,신성시장길노상공영주차장(구),광진구 구의동 558-11,노상 주차장,시간제 주차장,,1,유료,900,1800,900,1500,0,0,무료,유료,100000,250,5,250,5,0,37.6285679,127.0223596
337,1513907,신성시장길공영노상주차장(구),광진구 중곡동 83-16,노상 주차장,시간제 주차장,02-456-2591,1,유료,900,1800,900,1500,0,0,무료,유료,100000,250,5,250,5,0,37.63207449,127.0236192
338,1515928,송림 기사식당길 공영주차장(구),광진구 자양동 794-0,노상 주차장,시간제 주차장,02-2049-4540,1,유료,900,1800,900,1500,0,0,무료,유료,90000,200,5,200,5,0,37.49190539,126.9330035
339,1521355,천호2동제2(구),강동구 천호동 431-2,노상 주차장,시간제 주차장,,1,유료,900,2000,900,2000,900,2000,무료,무료,0,250,5,0,0,0,37.615292,127.062997
340,1521439,공유) 주양쇼핑옆 주차장(구),강동구 명일동 47-21,노상 주차장,시간제 + 거주자 주차장,,1,유료,900,1900,900,1500,0,0,무료,무료,100000,250,5,250,5,0,37.49510602,126.8918616
341,1521821,공유) 주양쇼핑앞 주차장(구),강동구 명일동 48-26 ,노상 주차장,거주자 우선 주차장,,1,유료,0,0,0,0,0,0,무료,무료,0,0,0,0,0,0,37.53067739,126.8778804
342,1521848,공유) 15-가600구간(구),강동구 성내동 583-0,노상 주차장,거주자 우선 주차장,,1,유료,0,0,0,0,0,0,무료,무료,0,0,0,0,0,0,37.57449014,126.9741859
343,1522168,주양쇼핑앞(구),강동구 명일동 51-1,노상 주차장,시간제 + 거주자 주차장,,1,유료,900,1900,900,1500,0,0,무료,무료,100000,250,5,250,5,0,37.50439316,126.9210709
344,1522176,주양쇼핑옆(구),강동구 명일동 47-21,노상 주차장,시간제 + 거주자 주차장,,1,유료,900,1900,900,1500,0,0,무료,무료,100000,250,5,250,5,0,37.50439712,126.9211629
345,1524246,덕성엔앰피(구),금천구 가산동 345-15,노상 주차장,시간제 주차장,,1,유료,830,1900,0,0,0,0,유료,유료,130000,250,5,0,0,15000,37.50439719,126.9208893
346,1524605,두산공원A~B(구),금천구 독산동 298-1,노상 주차장,시간제 주차장,,1,유료,800,1900,0,0,0,0,유료,유료,100000,500,10,500,10,15000,37.50439532,126.920973
347,1524706,웅진코웨이~sk트윈타워(구),금천구 가산동 345-2,노상 주차장,시간제 주차장,,1,유료,800,1900,0,0,0,0,유료,유료,100000,500,10,500,10,15000,37.50428502,126.9208598
348,1525109,BYC(구),금천구 가산동 371-57,노상 주차장,시간제 주차장,,1,유료,800,1900,0,0,0,0,유료,유료,100000,500,10,500,10,15000,37.50428868,126.9209787
349,1525548,아톰(구),금천구 가산동 345-48,노상 주차장,시간제 주차장,,1,유료,800,1900,0,0,0,0,유료,유료,100000,500,10,500,10,15000,37.50439471,126.921133
350,1525568,요업기술원-LG전자뒤(구),금천구 가산동 237-101,노상 주차장,시간제 주차장,,1,유료,830,1900,0,0,0,0,유료,유료,130000,250,5,0,0,15000,37.50428693,126.9210356
351,1525590,가산중앞(구),금천구 독산동 300-26,노상 주차장,시간제 주차장,,1,유료,830,1900,0,0,0,0,유료,유료,130000,250,5,0,0,15000,37.50439469,126.9211031
352,1525595,삼환아파트(구),금천구 독산동 1004-6,노상 주차장,시간제 주차장,,1,유료,830,1900,0,0,0,0,유료,유료,130000,250,5,0,0,15000,37.50428687,126.9209473
353,1525609,신천지(구),금천구 독산동 152-1,노상 주차장,시간제 주차장,,1,유료,830,1900,0,0,0,0,유료,유료,130000,250,5,0,0,15000,37.50439597,126.9209439
354,1525618,가산중뒤(구),금천구 독산동 300-21,노상 주차장,시간제 주차장,,1,유료,830,1900,0,0,0,0,유료,유료,130000,250,5,0,0,15000,37.50439595,126.9211929
355,1525654,기륭전자(구),금천구 가산동 219-7,노상 주차장,시간제 주차장,,1,유료,830,1900,0,0,0,0,유료,유료,130000,250,5,0,0,15000,37.50439659,126.920916
356,1526023,범일운수~신세계물류센터(구),금천구 독산동 1001-2,노상 주차장,시간제 주차장,,1,유료,800,1900,0,0,0,0,유료,유료,100000,500,10,500,10,15000,37.50428864,126.9209204
357,1526584,만승뒤(협동봉제조합)(구),금천구 가산동 139-31,노상 주차장,시간제 주차장,,1,유료,830,1900,1000,1800,1000,1900,무료,무료,130000,250,5,0,0,15000,37.50428577,126.9210058
358,1526725,가산디지털환승(구),금천구 가산동 35-2,노상 주차장,시간제 주차장,,1,유료,830,1900,0,0,0,0,유료,유료,65000,150,5,0,0,10000,37.50428735,126.9210958
359,1526726,우리은행(구),금천구 가산동 140-41,노상 주차장,시간제 주차장,,1,유료,830,1900,1000,1800,1000,1900,무료,무료,130000,250,5,0,0,15000,37.50428683,126.9208905
360,1526731,세일철강~LG전자연구소(구),금천구 가산동 319-15,노상 주차장,시간제 주차장,,1,유료,800,1900,0,0,0,0,유료,유료,100000,500,10,500,10,15000,37.5042862,126.9208336
361,1526743,LG텔레콤(구),금천구 가산동 60-36,노상 주차장,시간제 주차장,,1,유료,830,1900,1000,1800,1000,1900,무료,무료,130000,250,5,0,0,15000,37.50439458,126.9210064
362,1526747,SJ테크노빌(구),금천구 가산동 60-19,노상 주차장,시간제 주차장,,1,유료,830,1900,1000,1800,1000,1900,무료,무료,130000,250,5,0,0,15000,37.50428695,126.9210663
363,1526836,국도화학(구),금천구 가산동 345-26,노상 주차장,시간제 주차장,,1,유료,800,1900,0,0,0,0,유료,유료,100000,500,10,500,10,15000,37.46583997,126.8869005
364,1527514,공유) 가산동 01-51구역(구),금천구 가산동 4-2 ,노상 주차장,거주자 우선 주차장,,1,유료,0,0,0,0,0,0,무료,무료,0,0,0,0,0,0,37.46600415,126.887183
365,1527979,사조냉장-무등실업(구),금천구 독산동 303-2,노상 주차장,시간제 주차장,,1,유료,830,1900,0,0,0,0,유료,유료,130000,250,5,0,0,15000,37.46573721,126.8870323
366,1527992,서부간선도로(구),금천구 가산동 557-4,노상 주차장,시간제 주차장,,1,유료,830,1900,0,0,0,0,유료,유료,130000,250,5,0,0,15000,37.46593739,126.8872329
